,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User name
254,-0.34,Tue Jun 05 01:23:55 +0000 2018,0.118,0.882,0.0,Robert Mueller accuses Paul Manafort of attempting to shape potential witnesses' testimony and asks to send him to… https://t.co/O59oUIxWrq,55,@cnnbrk
255,0.34,Mon Jun 04 23:52:40 +0000 2018,0.117,0.701,0.182,Trump says the Super Bowl-winning Philadelphia Eagles won't visit the White House tomorrow over a disagreement abou… https://t.co/ZGMhDnqcqa,56,@cnnbrk
256,0.0,Mon Jun 04 23:30:45 +0000 2018,0.0,1.0,0.0,"Melania Trump, who has not been seen publicly for the past 24 days, attended a reception for Gold Star military fam… https://t.co/Q09GTvadBf",57,@cnnbrk
257,0.3804,Mon Jun 04 20:35:34 +0000 2018,0.0,0.885,0.115,"Starbucks says Howard Schultz, its former CEO and the most prominent face of the company, is stepping down as execu… https://t.co/WoOpa8kU9C",58,@cnnbrk
258,-0.5106,Mon Jun 04 17:40:36 +0000 2018,0.202,0.798,0.0,"Former President George H.W. Bush is released from a Maine hospital after treatment for low blood pressure, his spo… https://t.co/6piUFkPpVm",59,@cnnbrk
259,-0.8658,Mon Jun 04 16:01:45 +0000 2018,0.393,0.607,0.0,"Man suspected in four fatal shootings in Scottsdale and Phoenix, Arizona, is dead after apparently shooting himself… https://t.co/UtsSaiSuWn",60,@cnnbrk
260,0.7351,Mon Jun 04 14:31:03 +0000 2018,0.086,0.625,0.289,The Supreme Court hands a narrow win to the Colorado baker who refused to design a cake for a same-sex wedding… https://t.co/4gFQbz8Hdu,61,@cnnbrk
261,0.5267,Mon Jun 04 14:07:42 +0000 2018,0.101,0.642,0.257,The Supreme Court wipes away a lower court ruling that granted an undocumented teen access to abortion… https://t.co/yhCbenqC6C,62,@cnnbrk
262,0.3182,Mon Jun 04 13:17:53 +0000 2018,0.0,0.897,0.103,"President Trump asserts that he has the ""absolute right"" to pardon himself. He adds that since he's done nothing wr… https://t.co/QKStoNzXoc",63,@cnnbrk
263,0.0,Mon Jun 04 12:25:46 +0000 2018,0.0,1.0,0.0,At least 48 bodies have been recovered after a boat carrying around 180 migrants sank off the coast of Tunisia late… https://t.co/cKZHsyToD3,64,@cnnbrk
264,-0.9201,Mon Jun 04 12:20:07 +0000 2018,0.431,0.569,0.0,"At least seven people were killed by a suicide attack on a meeting of Islamic scholars in Kabul, Afghanistan, offic… https://t.co/KNTni1bDvR",65,@cnnbrk
265,-0.6486,Mon Jun 04 05:38:03 +0000 2018,0.223,0.777,0.0,At least 25 people are now dead after the Fuego volcano erupted in Guatemala https://t.co/OHbvuZBcbY https://t.co/uqN3bUSGf6,66,@cnnbrk
266,-0.743,Mon Jun 04 01:46:45 +0000 2018,0.249,0.751,0.0,At least seven people died and 20 were injured after Guatemala's Fuego volcano erupted for the second time this yea… https://t.co/VjAwjPof3p,67,@cnnbrk
267,0.4939,Mon Jun 04 01:28:33 +0000 2018,0.0,0.856,0.144,"Melania Trump plans to attend a White House event Monday to honor Gold Star families, her spokeswoman says, her fir… https://t.co/UGXaibShvB",68,@cnnbrk
268,-0.6597,Sun Jun 03 23:04:58 +0000 2018,0.196,0.804,0.0,Almost three-quarters of women diagnosed with early stages of a common form of breast cancer might not need chemoth… https://t.co/7F0mTzRLta,69,@cnnbrk
269,0.1531,Sun Jun 03 21:57:47 +0000 2018,0.097,0.777,0.126,Silent forms of protest make bold statements at Marjory Stoneman Douglas High School's graduation nearly four month… https://t.co/91LQ9FYGSh,70,@cnnbrk
270,-0.6124,Sun Jun 03 20:12:03 +0000 2018,0.19,0.81,0.0,"Nearly four months after their community was devastated by a deadly school shooting, seniors at Marjory Stoneman Do… https://t.co/SCsZhCUydH",71,@cnnbrk
271,-0.1232,Sun Jun 03 14:31:04 +0000 2018,0.085,0.915,0.0,"RT @CNNPolitics: Rudy Giuliani says President Trump doesn't intend to pardon himself, but ""probably"" can https://t.co/M3lUn73Lhe https://t.…",72,@cnnbrk
272,0.0,Sun Jun 03 14:30:48 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: Majority Leader Rep. Kevin McCarthy says President Trump is not headed to a “trade war”: “We are in a trade discussion to…,73,@cnnbrk
273,0.0,Sun Jun 03 09:45:57 +0000 2018,0.0,1.0,0.0,"Syrian President is to meet Kim Jong Un in North Korea, report says https://t.co/PSvo4H0opL",74,@cnnbrk
274,0.3182,Sun Jun 03 05:06:30 +0000 2018,0.082,0.776,0.142,"North Korea will not get any sanctions relief until it has demonstrated ""verifiable and irreversible"" steps to denu… https://t.co/ZFyiIwFUjY",75,@cnnbrk
275,-0.5574,Sun Jun 03 01:33:26 +0000 2018,0.153,0.847,0.0,"A dog being flown by Delta Air Lines from Phoenix to Newark, New Jersey, died during a layover in Detroit, the airl… https://t.co/mUnWyYbUiT",76,@cnnbrk
276,0.0,Sat Jun 02 23:20:00 +0000 2018,0.0,1.0,0.0,An attorney representing three women in cases against a doctor known for singing and dancing while performing surge… https://t.co/cKiBlyJi9q,77,@cnnbrk
277,0.0,Sat Jun 02 22:18:05 +0000 2018,0.0,1.0,0.0,"Two climbers fell to their deaths Saturday at Yosemite National Park in California, a park spokeswoman said… https://t.co/HOYqknDsRM",78,@cnnbrk
278,0.0,Sat Jun 02 21:24:49 +0000 2018,0.0,1.0,0.0,"The largest wildfire in California's modern history is out after burning for more than six months and through 281,8… https://t.co/Y0Jz9Sr4Hb",79,@cnnbrk
279,-0.5106,Sat Jun 02 19:57:17 +0000 2018,0.163,0.837,0.0,Finance ministers from six US allies made a joint statement Saturday expressing disappointment over US tariffs to T… https://t.co/jhNNh6ELoa,80,@cnnbrk
280,-0.4588,Sat Jun 02 16:25:38 +0000 2018,0.143,0.857,0.0,"Massive wildfires in Colorado and New Mexico have torched thousands of acres and forced 1,500 people to evacuate… https://t.co/w6CVNWLLTR",81,@cnnbrk
281,0.0,Sat Jun 02 10:27:02 +0000 2018,0.0,1.0,0.0,"Pedro Sánchez was sworn in Saturday as Spain's Prime Minister, a day after ousting scandal-hit political rival Mari… https://t.co/pialGqHNdS",82,@cnnbrk
282,-0.4939,Sat Jun 02 04:29:04 +0000 2018,0.132,0.868,0.0,More than 80 homes have been destroyed by the Kilauea volcano eruption in Hawaii in the four weeks since lava began… https://t.co/EklLLWmvW0,83,@cnnbrk
283,-0.5423,Sat Jun 02 01:20:22 +0000 2018,0.233,0.698,0.07,"US Defense Secretary James Mattis accused China of ""intimidation and coercion"" in the Indo-Pacific region during a… https://t.co/0tEKBEZ1Qr",84,@cnnbrk
284,0.4019,Fri Jun 01 23:34:07 +0000 2018,0.0,0.87,0.13,A Virginia school district will appeal a court ruling in favor of a transgender student that said Title IX covers t… https://t.co/14qvTVkBDH,85,@cnnbrk
285,0.0,Fri Jun 01 21:25:26 +0000 2018,0.0,1.0,0.0,"RT @CNNMoney: ABC is considering a version of ""Roseanne"" — without Roseanne Barr https://t.co/AbvDaQ1Egf https://t.co/gQOoT9GYnZ",86,@cnnbrk
286,0.0,Fri Jun 01 18:56:36 +0000 2018,0.0,1.0,0.0,President Trump says the June 12 summit with Kim Jong Un is back on following his Oval Office meeting with a North… https://t.co/S1u2AqOOYQ,87,@cnnbrk
287,0.2023,Fri Jun 01 17:27:41 +0000 2018,0.0,0.917,0.083,A top aide to Kim Jong Un is in the Oval Office to deliver a letter to President Trump. Follow live updates:… https://t.co/3eCoA71UFV,88,@cnnbrk
288,-0.5106,Fri Jun 01 16:22:16 +0000 2018,0.148,0.852,0.0,"Twenty-five more people have become sick in a multistate E. coli outbreak tied to romaine lettuce. In total, 197 pe… https://t.co/oLy7PyWqmN",89,@cnnbrk
289,0.34,Fri Jun 01 16:04:02 +0000 2018,0.0,0.888,0.112,Facebook says it is shutting down its trending topics section next week. The feature was built to highlight interes… https://t.co/nXDUJoP6hH,90,@cnnbrk
290,0.0,Fri Jun 01 14:42:45 +0000 2018,0.0,1.0,0.0,Giuseppe Conte is sworn in as Prime Minister to lead a new populist government in Italy https://t.co/K4ZAKuwwzG https://t.co/RuSsU3tN2s,91,@cnnbrk
291,-0.6705,Fri Jun 01 14:42:31 +0000 2018,0.244,0.756,0.0,A delayed Pentagon report estimates that nearly 500 civilians died as a result of US military actions in the first… https://t.co/iA0uMTCnvL,92,@cnnbrk
292,-0.5423,Fri Jun 01 14:07:11 +0000 2018,0.179,0.821,0.0,"Manhunt ends in the fatal shooting of a Dickinson County, Tennessee, sheriff's deputy. Authorities say Steven Wiggi… https://t.co/OcVdrZT0ZB",93,@cnnbrk
293,0.8402,Fri Jun 01 13:41:14 +0000 2018,0.0,0.667,0.333,"RT @CNNMoney: Dow jumps 185 points on solid job gains, modest wage growth. S&amp;P 500 and Nasdaq gain 0.6%. Rally follows sell-off on Thursday…",94,@cnnbrk
294,-0.6705,Fri Jun 01 12:53:48 +0000 2018,0.224,0.776,0.0,"RT @CNNMoney: U.S. unemployment drops to 3.8%, matching its lowest point in half a century. Economy added 223,000 jobs in May https://t.co/…",95,@cnnbrk
295,-0.1531,Fri Jun 01 09:46:55 +0000 2018,0.082,0.918,0.0,Hawaii authorities have a message for residents in some areas affected by the Kilauea volcano: evacuate or get arre… https://t.co/qeZVpDVA6j,96,@cnnbrk
296,0.0,Fri Jun 01 09:45:38 +0000 2018,0.0,1.0,0.0,Mariano Rajoy's scandal-plagued government becomes first in Spain to fall as a result of a no-confidence vote https://t.co/F1mGw9KEal,97,@cnnbrk
297,-0.0258,Fri Jun 01 09:04:21 +0000 2018,0.151,0.704,0.146,Spanish Prime Minister Mariano Rajoy effectively conceded defeat ahead of a no-confidence vote Friday in Parliament… https://t.co/7S8BEjpdrC,98,@cnnbrk
298,0.7184,Fri Jun 01 03:10:52 +0000 2018,0.063,0.675,0.262,"Two Dallas-area spellers battled it out for top place in the Scripps National Spelling Bee, but the winner claimed… https://t.co/7c6wfJFSGP",99,@cnnbrk
299,0.6249,Thu May 31 18:54:03 +0000 2018,0.0,0.733,0.267,"Comedian Samantha Bee apologizes for her vulgar remark about Ivanka Trump, saying 'I crossed a line'… https://t.co/jb0jvp4hqc",100,@cnnbrk
300,0.6808,Fri Jun 08 22:44:29 +0000 2018,0.0,0.763,0.237,".@ByronYork on G7 summit: ""[@POTUS'] theme is always that other countries are taking advantage of the big, rich Uni… https://t.co/l66Pu9elxD",1,@FoxNews
301,0.4391,Fri Jun 08 22:40:26 +0000 2018,0.0,0.868,0.132,".@ByronYork on G7 summit: ""[@POTUS] seems totally focused on North Korea. He's going to Canada late, he's leaving e… https://t.co/oHXfQuzaaA",2,@FoxNews
302,-0.2023,Fri Jun 08 22:37:20 +0000 2018,0.114,0.886,0.0,World's oldest animal footprints discovered - revealing strange burrowing creature that lived 550M years ago https://t.co/yV413WVHjb,3,@FoxNews
303,0.765,Fri Jun 08 22:31:00 +0000 2018,0.0,0.645,0.355,"OPINION: @realDonaldTrump prepares for North Korea summit as a great performer -- like Reagan  
 https://t.co/6ZC5mdyETU",4,@FoxNews
304,-0.2023,Fri Jun 08 22:27:00 +0000 2018,0.177,0.696,0.127,.@KimKardashian denies she's become Trump pawn after Alice Marie Johnson granted clemency https://t.co/tlnnAXAVnC,5,@FoxNews
305,0.5379,Fri Jun 08 22:26:03 +0000 2018,0.0,0.83,0.17,".@POTUS on G7 summit: ""We had a very, very good meeting on NAFTA with @JustinTrudeau and his representatives.""… https://t.co/oXT5dKPbGU",6,@FoxNews
306,0.0,Fri Jun 08 22:21:55 +0000 2018,0.0,1.0,0.0,"'Roseanne' cancellation was a right move for ABC, says former producer https://t.co/aUM44HFiqo",7,@FoxNews
307,-0.0422,Fri Jun 08 22:16:12 +0000 2018,0.13,0.747,0.123,"President @realDonaldTrump: ""The United States has had a very big trade deficit for many years with the European Un… https://t.co/DoxPmBq7Fd",8,@FoxNews
308,0.0,Fri Jun 08 22:10:49 +0000 2018,0.0,1.0,0.0,New Jersey Trooper pulls over driver who helped deliver him 27 years ago https://t.co/zvRUBuCBNU,9,@FoxNews
309,0.5859,Fri Jun 08 22:07:01 +0000 2018,0.0,0.678,0.322,.@MittRomney predicts a @realDonaldTrump win in 2020. #SpecialReport https://t.co/FtXsikIvlB https://t.co/cBlIaz2sMS,10,@FoxNews
310,-0.4939,Fri Jun 08 22:04:55 +0000 2018,0.244,0.756,0.0,"Democratic senators accuse Trump of possible leak, call for investigation into jobs report tweet https://t.co/th2LBTdhT4",11,@FoxNews
311,0.0,Fri Jun 08 22:04:00 +0000 2018,0.0,1.0,0.0,OPINION: Justify is the story at the Belmont Stakes https://t.co/9jnbegFdbQ,12,@FoxNews
312,0.0,Fri Jun 08 22:00:44 +0000 2018,0.0,1.0,0.0,.@Tesla employee spotted slumped over in moving Model S. https://t.co/t2J0N6fyR8,13,@FoxNews
313,0.0,Fri Jun 08 21:54:00 +0000 2018,0.0,1.0,0.0,"OPINION: The G7 should listen to Trump or go away.
https://t.co/XNrBhmRyPQ",14,@FoxNews
314,0.4588,Fri Jun 08 21:51:00 +0000 2018,0.139,0.567,0.294,"Amid Christian complaints for aid in Iraq, @VP Pence promises quick relief action. https://t.co/z6EDOq6WiA",15,@FoxNews
315,0.0772,Fri Jun 08 21:45:40 +0000 2018,0.0,0.909,0.091,'You Used to Be Pals': Ingraham Challenges Jesse Jackson on Opposition to Trump. https://t.co/3qrdOwR3kO,16,@FoxNews
316,-0.6705,Fri Jun 08 21:42:00 +0000 2018,0.243,0.757,0.0,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner. https://t.co/9wmeUXI4f6,17,@FoxNews
317,0.4767,Fri Jun 08 21:39:36 +0000 2018,0.0,0.728,0.272,".@POTUS signals willingness to back bill easing pot regulation, according to a report. https://t.co/NVuoXc7vk5",18,@FoxNews
318,0.7351,Fri Jun 08 21:35:38 +0000 2018,0.0,0.763,0.237,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/DvDmxp1bFM",19,@FoxNews
319,0.0,Fri Jun 08 21:25:19 +0000 2018,0.0,1.0,0.0,".@kimguilfoyle: ""The Democrats are out of talking points, but they're not out of gaffes."" #TheFive… https://t.co/9oS95zprPy",20,@FoxNews
320,0.4215,Fri Jun 08 21:20:32 +0000 2018,0.0,0.811,0.189,".@POTUS on trade negotiations with Canada: ""We've made a lot of progress today."" https://t.co/WtiUwDHqGI",21,@FoxNews
321,0.5267,Fri Jun 08 21:11:51 +0000 2018,0.0,0.779,0.221,The Washington @Capitals return home after winning the team's first #StanleyCup. https://t.co/Dmwa8Y8VBh https://t.co/so89OXn9Yz,22,@FoxNews
322,0.4019,Fri Jun 08 21:10:25 +0000 2018,0.0,0.876,0.124,"Ahead of the G7 summit, @POTUS slammed Canada's trade policies with the U.S., saying ""they treat us very unfairly.""… https://t.co/I68IFUycXt",23,@FoxNews
323,0.0,Fri Jun 08 21:04:34 +0000 2018,0.0,1.0,0.0,.@POTUS participates in bilateral meeting with Canadian Prime Minister @JustinTrudeau. https://t.co/RICoO1dLwZ https://t.co/oRXNIaCs0J,24,@FoxNews
324,0.5859,Fri Jun 08 20:55:11 +0000 2018,0.0,0.808,0.192,Will Justify win the Triple Crown? Meet the undefeated colt that could become a horse racing legend https://t.co/oRxvUsUIIM,25,@FoxNews
325,0.296,Fri Jun 08 20:50:23 +0000 2018,0.0,0.784,0.216,Presidential pardons after 18 months in office. @TeamCavuto https://t.co/IdzlhTKrDW,26,@FoxNews
326,0.743,Fri Jun 08 20:48:33 +0000 2018,0.082,0.588,0.329,"Anja Manuel: ""Everyone needs friends, including a powerful country like the U.S. So when we have disputes with our… https://t.co/p3BxHyY8fV",27,@FoxNews
327,0.0,Fri Jun 08 20:28:46 +0000 2018,0.0,1.0,0.0,Attorney General Jeff Sessions delivers remarks at the 2018 Western Conservative Summit.  (Courtesy: KDVR) https://t.co/SOhsyyWZlG,28,@FoxNews
328,0.0,Fri Jun 08 20:18:49 +0000 2018,0.0,1.0,0.0,"Anja Manuel on G7 summit: ""We should be working with our allies, especially the Europeans and Canadians...rather th… https://t.co/r7UYb0rns9",29,@FoxNews
329,-0.2263,Fri Jun 08 20:13:13 +0000 2018,0.087,0.913,0.0,Protesters are hitting the streets of Quebec City as world leaders meet for the G7 Summit. @RickLeventhal has the s… https://t.co/2WDzeSP5mR,30,@FoxNews
330,0.0,Fri Jun 08 20:11:52 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average closed the day up 73 points, finishing in the green for the third straight…",31,@FoxNews
331,0.0,Fri Jun 08 20:11:33 +0000 2018,0.0,1.0,0.0,".@POTUS kicks off G-7 summit with dings at Canada, Europe over trade policies. @kevincorke has the story.… https://t.co/GvfLQHbqIj",32,@FoxNews
332,0.3802,Fri Jun 08 20:08:21 +0000 2018,0.0,0.844,0.156,Farm find! Huge hoard of Dodge and Plymouth cars and trucks heading to auction https://t.co/Sgo0U0rLl3,33,@FoxNews
333,-0.2263,Fri Jun 08 19:57:48 +0000 2018,0.293,0.707,0.0,Dairy farmers hit hard by declining milk demand. https://t.co/Vaj83LA8dR,34,@FoxNews
334,-0.6486,Fri Jun 08 19:52:13 +0000 2018,0.323,0.677,0.0,Florida wildlife officials find 2 dead dolphins over 24-hour period. https://t.co/VCzsA6itxq,35,@FoxNews
335,-0.3109,Fri Jun 08 19:50:39 +0000 2018,0.209,0.646,0.146,RT @FoxBusiness: RECALL ALERT: Kia is recalling about half a million vehicles in the U.S. https://t.co/FG1dqnbwjN,36,@FoxNews
336,0.3818,Fri Jun 08 19:46:13 +0000 2018,0.0,0.88,0.12,".@POTUS: ""I'm a big, big believer in freedom of the press, but I'm also a believer in classified information has to… https://t.co/kStBoEC5yX",37,@FoxNews
337,0.0,Fri Jun 08 19:42:24 +0000 2018,0.0,1.0,0.0,".@POTUS on North Korea Summit: One-Week Preparations 'Don't Work, Just Ask Hillary' About the Debates  https://t.co/O2rXfdItVp",38,@FoxNews
338,0.0,Fri Jun 08 19:31:14 +0000 2018,0.0,1.0,0.0,.@POTUS and other participating politicians at the G7 summit stand outside the Hotel Fairmont Le Manoir in Quebec.… https://t.co/lH5jZ5jBev,39,@FoxNews
339,0.0,Fri Jun 08 19:29:05 +0000 2018,0.0,1.0,0.0,.@facebook slammed ahead of @sherylsandberg's @MIT commencement address https://t.co/7P0DD6fMh9,40,@FoxNews
340,0.2023,Fri Jun 08 19:22:56 +0000 2018,0.0,0.899,0.101,"OPINION: Suicides of Anthony Bourdain, Kate Spade – and my brother – can teach us important life lessons https://t.co/0tydJlWvvs",41,@FoxNews
341,0.0,Fri Jun 08 19:20:00 +0000 2018,0.0,1.0,0.0,What is the G7 summit? An explainer: https://t.co/mnMCQk8Zk9,42,@FoxNews
342,0.5719,Fri Jun 08 19:16:25 +0000 2018,0.0,0.802,0.198,"Earlier, @dennisrodman said he is looking forward to President @realDonaldTrump's ""historic success"" at the Singapo… https://t.co/wZlN1sBs4M",43,@FoxNews
343,0.0,Fri Jun 08 19:14:52 +0000 2018,0.0,1.0,0.0,.@POTUS participates in a G7 working session https://t.co/2xyuIy040U,44,@FoxNews
344,0.0,Fri Jun 08 19:10:10 +0000 2018,0.0,1.0,0.0,"US Air Force B-1 bomber fleet grounded after issue with ejection seats, officials say. https://t.co/FwVj3ffHa2",45,@FoxNews
345,0.0,Fri Jun 08 19:04:55 +0000 2018,0.0,1.0,0.0,".@POTUS on the G7 summit: ""Russia should be in this meeting. Why are we having a meeting without Russia being in th… https://t.co/MHnfFgiC8B",46,@FoxNews
346,0.8268,Fri Jun 08 18:56:16 +0000 2018,0.0,0.765,0.235,"""I'm just really happy that he has put this out so that he can see how much the world loves him and how much he cha… https://t.co/NdNm1L9iWL",47,@FoxNews
347,0.0,Fri Jun 08 18:51:16 +0000 2018,0.0,1.0,0.0,"#TheDailySpike: Wine, cheese, puppies and a tow truck @dailybriefing https://t.co/k9oBTrNVUE",48,@FoxNews
348,-0.4118,Fri Jun 08 18:40:22 +0000 2018,0.133,0.867,0.0,Anthony Bourdain contemplated suicide but said daughter gave him reason 'to live' in one of his final interviews. https://t.co/ov0ALMFZwn,49,@FoxNews
349,-0.4019,Fri Jun 08 18:34:36 +0000 2018,0.184,0.816,0.0,"Tenfold to race for injured veterans against Justify at the Belmont Stakes.
https://t.co/dsVVrrhWxQ",50,@FoxNews
350,-0.5574,Fri Jun 08 18:24:47 +0000 2018,0.175,0.825,0.0,"Philly mayor dances after sanctuary city ruling, despite past crimes in the city tied to illegal immigrants. https://t.co/93PXsHjQix",51,@FoxNews
351,0.0,Fri Jun 08 18:17:25 +0000 2018,0.0,1.0,0.0,.@POTUS participates in the G7 family photo https://t.co/BJUX27GPkW,52,@FoxNews
352,-0.2732,Fri Jun 08 18:09:18 +0000 2018,0.189,0.811,0.0,"Breaking News: Mueller files new charges against Manafort, associate https://t.co/NhRN8uT3OF",53,@FoxNews
353,0.0,Fri Jun 08 17:59:51 +0000 2018,0.0,1.0,0.0,"""I wouldn't have ever guessed that I would be a military wife at 21.""

On #OutnumberedOT, Meg and Jacob Howell shar… https://t.co/PPalmIfK8d",54,@FoxNews
354,0.0,Fri Jun 08 17:54:20 +0000 2018,0.0,1.0,0.0,Steve Harvey's 'gorillas' comment on ESPN broadcast draws scrutiny https://t.co/vEOgflA1H6,55,@FoxNews
355,0.0,Fri Jun 08 17:46:47 +0000 2018,0.0,1.0,0.0,".@RepGallagher: ""I believe we've only begun to scratch the surface in terms of what we can do with our allies like… https://t.co/x7gQ4Hb96F",56,@FoxNews
356,0.0,Fri Jun 08 17:38:04 +0000 2018,0.0,1.0,0.0,.@SenSchumer tweets about North Korea negotiations. https://t.co/X2bQshPcbJ,57,@FoxNews
357,0.4588,Fri Jun 08 17:36:49 +0000 2018,0.0,0.769,0.231,.@POTUS arrives to participate in the G7 summit welcome ceremony. https://t.co/ClMpAWKBiE,58,@FoxNews
358,-0.765,Fri Jun 08 17:25:20 +0000 2018,0.398,0.602,0.0,Anthony Bourdain's girlfriend Asia Argento speaks out after his shocking death https://t.co/5YbnK5qDf2,59,@FoxNews
359,0.0,Fri Jun 08 17:24:04 +0000 2018,0.0,1.0,0.0,GDP estimates in trillions of U.S. dollars. https://t.co/H7EyKoUvVc,60,@FoxNews
360,-0.5267,Fri Jun 08 17:20:12 +0000 2018,0.236,0.764,0.0,.@MarcThiessen: Obama took lying to new heights with the Iran deal https://t.co/X6DggXWWBA,61,@FoxNews
361,0.8442,Fri Jun 08 17:12:47 +0000 2018,0.0,0.598,0.402,".@RepRussell: ""That's the dichotomy: we want the free press, the free exercise - our First Amendment, it's vital to… https://t.co/fSWXmjO3n9",62,@FoxNews
362,-0.6597,Fri Jun 08 16:38:53 +0000 2018,0.306,0.694,0.0,A statement from Rupert Murdoch on Charles Krauthammer's cancer diagnosis. https://t.co/DvQty021V0 https://t.co/QK4xL8jpHe,63,@FoxNews
363,0.0,Fri Jun 08 16:25:30 +0000 2018,0.0,1.0,0.0,"""There is so much to say about Charles Krauthammer.""

Chris Wallace responds to the news that Fox News analyst Char… https://t.co/piJgKUHSyp",64,@FoxNews
364,0.4588,Fri Jun 08 16:22:56 +0000 2018,0.0,0.75,0.25,Happening Now: @POTUS participates in #G7Summit official welcome ceremony. https://t.co/1ARfRUWNSL,65,@FoxNews
365,0.6369,Fri Jun 08 16:20:27 +0000 2018,0.0,0.634,0.366,News Alert: @POTUS to participate in #G7Summit official welcome ceremony. https://t.co/m1ro4FPgz1,66,@FoxNews
366,0.4588,Fri Jun 08 16:15:37 +0000 2018,0.0,0.786,0.214,.@POTUS and other leaders participate in the G7 summit official welcome https://t.co/ErKtUp2YZi,67,@FoxNews
367,-0.4588,Fri Jun 08 16:06:28 +0000 2018,0.176,0.824,0.0,Fox News analyst Charles Krauthammer reveals he has weeks to live in heartbreaking letter https://t.co/dzYQOewGoj,68,@FoxNews
368,0.0,Fri Jun 08 16:00:10 +0000 2018,0.0,1.0,0.0,.@POTUS arrives at the G7 summit site https://t.co/sCGvH14uBk,69,@FoxNews
369,0.4019,Fri Jun 08 16:00:04 +0000 2018,0.0,0.722,0.278,Trump floats possibility of pardoning Muhammad Ali https://t.co/X9AFnYGLtX,70,@FoxNews
370,0.7311,Fri Jun 08 15:55:00 +0000 2018,0.0,0.755,0.245,".@POTUS: ""I love Canada but they treat us very unfairly on trade. Very, very unfairly. You see the numbers. Almost… https://t.co/RgFyzlK08o",71,@FoxNews
371,0.4995,Fri Jun 08 15:49:00 +0000 2018,0.105,0.61,0.285,NEWS ALERT: Israeli military on high alert amid new protests at Gaza border. https://t.co/JpFYHRlqQi,72,@FoxNews
372,0.1027,Fri Jun 08 15:41:45 +0000 2018,0.096,0.789,0.114,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/nVpN48Yi5G",73,@FoxNews
373,-0.34,Fri Jun 08 15:34:19 +0000 2018,0.112,0.888,0.0,"An effigy of the U.S. President Donald Trump is set on fire during the annual anti-Israeli Al-Quds, Jerusalem, Day… https://t.co/wLXQxuqsMo",74,@FoxNews
374,0.0,Fri Jun 08 15:31:19 +0000 2018,0.107,0.787,0.107,"Pardoned US Sailor Considers Lawsuit Against Obama, Blasts Comey for Making Clinton 'Above the Law' https://t.co/8vClH4hxd1",75,@FoxNews
375,0.2023,Fri Jun 08 15:18:53 +0000 2018,0.0,0.913,0.087,".@kevincorke: ""The U.S.'s GDP is expected to top $20 trillion this year - and for perspective, that 20 trillion num… https://t.co/fh51sGgKS6",76,@FoxNews
376,0.5859,Fri Jun 08 15:14:43 +0000 2018,0.0,0.612,0.388,Romney predicts a Trump win in 2020 https://t.co/xt7qLMktBL,77,@FoxNews
377,0.0,Fri Jun 08 15:02:39 +0000 2018,0.0,1.0,0.0,MOMENTS AGO: President @realDonaldTrump arrives in Canada for #G7Summit . https://t.co/OuSnll2Rhg,78,@FoxNews
378,0.0,Fri Jun 08 14:53:45 +0000 2018,0.0,1.0,0.0,Happening Now: @POTUS arrives in Canada for #G7Summit. https://t.co/ZLp20Pu4UF,79,@FoxNews
379,0.0,Fri Jun 08 14:45:43 +0000 2018,0.0,1.0,0.0,"This morning, President @realDonaldTrump slammed former President @BarackObama, @SenSchumer, and Rep. @NancyPelosi… https://t.co/g0J0TNnxC4",80,@FoxNews
380,0.0,Fri Jun 08 14:43:12 +0000 2018,0.0,1.0,0.0,.@POTUS arrives in Canada for G7 summit https://t.co/jMlhnaevTY,81,@FoxNews
381,0.2577,Fri Jun 08 14:41:25 +0000 2018,0.175,0.554,0.271,NEWS ALERT: New protests along Israel-Gaza border. https://t.co/qv0nacAqoy,82,@FoxNews
382,0.0,Fri Jun 08 14:31:38 +0000 2018,0.0,1.0,0.0,"Before taking off for the G-7 summit, President @realDonaldTrump said he was looking forward to ""straightening out… https://t.co/C0iA38os32",83,@FoxNews
383,-0.296,Fri Jun 08 14:22:53 +0000 2018,0.136,0.864,0.0,Hannity: Mika Brzezinski Claims Trump's Main Complaint Is 'He Can't Watch Porn in WH' https://t.co/42ZYisOvXb,84,@FoxNews
384,0.0,Fri Jun 08 14:07:54 +0000 2018,0.0,1.0,0.0,Chicago family demands answers after police handcuff 10-year-old boy https://t.co/kPzjOb5Vjj,85,@FoxNews
385,0.0,Fri Jun 08 14:00:01 +0000 2018,0.0,1.0,0.0,"Beginning Monday, ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox is three hours. Tune in to Fox News Cha… https://t.co/A9qcJJHQtZ",86,@FoxNews
386,-0.6597,Fri Jun 08 13:48:32 +0000 2018,0.265,0.735,0.0,Indiana high school teacher claims he was forced to resign because of transgender policy (via @CalebParke) https://t.co/30XAAsdoMf,87,@FoxNews
