,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User name
126,-0.1027,Fri Jun 08 16:19:00 +0000 2018,0.072,0.928,0.0,"RT @CBSSunday: THE RUNDOWN

A look at what the #CBSSundayMorning team is working hard on:

- @musiciansoncall 

- @MoRocca on Broadway's @R…",27,@CBSNews
127,0.0,Fri Jun 08 16:14:38 +0000 2018,0.0,1.0,0.0,WATCH: President Trump has arrived in Quebec for the G7 summit; Trump was originally scheduled to meet with French… https://t.co/yauVzBFA9i,28,@CBSNews
128,0.4215,Fri Jun 08 15:59:51 +0000 2018,0.0,0.882,0.118,"In a break from U.S. allies, Pres. Trump said he hopes to reinstate Russia into the current G7 (formerly known as t… https://t.co/v5kQD62k5v",29,@CBSNews
129,-0.4257,Fri Jun 08 15:34:49 +0000 2018,0.128,0.872,0.0,Do you have to vote even if you don't want to? Not doing so could put you on the path to losing your vote in some s… https://t.co/7lrN6W7muE,30,@CBSNews
130,-0.6486,Fri Jun 08 15:19:27 +0000 2018,0.325,0.675,0.0,Woman walking dog is missing after reported alligator attack in Florida https://t.co/P9ew6R6hqV https://t.co/Jtf81vLBfZ,31,@CBSNews
131,0.0,Fri Jun 08 15:08:41 +0000 2018,0.0,1.0,0.0,WATCH: President Trump arrives in Quebec City for G7 summit; he'll take questions with French President Emmanuel Ma… https://t.co/wLEBiEenor,32,@CBSNews
132,-0.5994,Fri Jun 08 14:55:19 +0000 2018,0.218,0.782,0.0,"Actors, politicians, journalists, scientists and others react to Anthony Bourdain's death: ""Without ever preaching,… https://t.co/OEQ73SIklE",33,@CBSNews
133,0.0,Fri Jun 08 14:44:04 +0000 2018,0.0,1.0,0.0,"Anthony Bourdain, the TV celebrity and food writer who traveled the world in search of exotic dishes, was found dea… https://t.co/UcTN29SYUd",34,@CBSNews
134,0.128,Fri Jun 08 14:24:49 +0000 2018,0.181,0.656,0.162,"""I've been sentenced to the best job in the world"": @AnthonyMasonCBS spoke to Anthony Bourdain, who died Friday at… https://t.co/Qvu6wiXn1p",35,@CBSNews
135,0.1531,Fri Jun 08 14:05:29 +0000 2018,0.0,0.914,0.086,"Melania Trump wanted to join G7 summit trip but she can't fly for a month, President Trump says… https://t.co/h1cHZmdxRY",36,@CBSNews
136,-0.0258,Fri Jun 08 13:50:52 +0000 2018,0.064,0.936,0.0,A chilling report reveals bartenders' actions before last year's massacre at a Texas home during a Dallas Cowboys g… https://t.co/NPjKni2lqK,37,@CBSNews
137,0.7351,Fri Jun 08 13:33:58 +0000 2018,0.0,0.693,0.307,"President Trump says he may pardon another late heavyweight boxing champion — this time, Muhammad Ali:… https://t.co/nvzjUhhDUw",38,@CBSNews
138,-0.4939,Fri Jun 08 13:18:14 +0000 2018,0.127,0.873,0.0,RT @CBSThisMorning: More than 600 homes have now been destroyed by the volcano on Hawaii's Big Island. The Kilauea volcano is still eruptin…,39,@CBSNews
139,0.4215,Fri Jun 08 13:14:45 +0000 2018,0.0,0.887,0.113,"President Trump, on his way to the G-7 summit in Canada, said he hopes to reinstate Russia into the group. Russia w… https://t.co/W4p7APZEbV",40,@CBSNews
140,-0.6705,Fri Jun 08 13:01:56 +0000 2018,0.184,0.816,0.0,"Suicide rates in the U.S. rose nearly 30% over the past two decades, according to a new study, and researchers say… https://t.co/9oo7aRk8dY",41,@CBSNews
141,-0.6801,Fri Jun 08 12:49:38 +0000 2018,0.237,0.763,0.0,"EPA Administrator Scott Pruitt ""is being attacked very viciously by the press. I'm not saying that he is blameless… https://t.co/FFhcuVdUNA",42,@CBSNews
142,0.1655,Fri Jun 08 12:48:24 +0000 2018,0.0,0.927,0.073,"“Yes, I do have an absolute right to pardon myself, but I will never have to do it becauseI didn't do anything wron… https://t.co/S4Eckyl6vQ",43,@CBSNews
143,0.4019,Fri Jun 08 12:47:00 +0000 2018,0.0,0.847,0.153,"President Trump says he is considering pardoning Muhammad Ali: ""I'm thinking about that very seriously.""… https://t.co/FoU4J7ViLd",44,@CBSNews
144,-0.1419,Fri Jun 08 12:43:25 +0000 2018,0.066,0.934,0.0,"""Why are we having a meeting without Russia? I would recommend, and it is up to them, but Russia should be in the m… https://t.co/m7n3z2rgMP",45,@CBSNews
145,0.1531,Fri Jun 08 12:41:21 +0000 2018,0.16,0.574,0.266,"President Trump on death of Anthony Bourdain: ""I want to extend to his family my heartfelt condolences.""… https://t.co/l1KxnK9BPP",46,@CBSNews
146,0.0,Fri Jun 08 12:39:30 +0000 2018,0.0,1.0,0.0,"“I said I've been preparing all my life. I always believe in preparation. But I have been preparing all my life,” P… https://t.co/BaDxZRs6p2",47,@CBSNews
147,-0.4767,Fri Jun 08 12:36:50 +0000 2018,0.129,0.871,0.0,"""We are going to deal with the unfair trade practices. If you look what Canada, Mexico, the European Union, what al… https://t.co/lvjuEsj26h",48,@CBSNews
148,0.0,Fri Jun 08 12:34:04 +0000 2018,0.0,1.0,0.0,MOMENTS AGO: President Trump speaks to reporters as he departs the White House for the G7 summit in Quebec… https://t.co/ZQBV6xMQ9Z,49,@CBSNews
149,-0.6369,Fri Jun 08 12:29:04 +0000 2018,0.174,0.775,0.05,"RT @CBSThisMorning: ""You never know what's in somebody's head... A lot of times people who end up committing suicide, even when they're ask…",50,@CBSNews
150,-0.1027,Fri Jun 08 12:21:50 +0000 2018,0.055,0.945,0.0,"RT @CBSThisMorning: ""I think when you travel as much as I have... I think you become aware of how other people live, how hard their lives a…",51,@CBSNews
151,-0.6249,Fri Jun 08 12:11:06 +0000 2018,0.157,0.843,0.0,“I think it is a public health crisis. And I think what it means is that we need more resources. We need more resea… https://t.co/gnVbZjO13h,52,@CBSNews
152,0.0,Fri Jun 08 12:06:34 +0000 2018,0.0,1.0,0.0,Anthony Bourdain told @AnthonyMasonCBS in 2016 that his later life changed him: https://t.co/eEcdi1IJsk https://t.co/aP3Gqhr7lK,53,@CBSNews
153,-0.0829,Fri Jun 08 11:57:34 +0000 2018,0.182,0.649,0.169,"RT @CBSThisMorning: If you or somebody you know is struggling, you're not alone. Please call 1-800-273-TALK for help. @800273TALK is availa…",54,@CBSNews
154,0.959,Fri Jun 08 11:47:21 +0000 2018,0.0,0.423,0.577,"Anthony Bourdain's ""love of great adventure, new friends, fine food and drink and the remarkable stories of the wor… https://t.co/ZD1mwUHe9z",55,@CBSNews
155,-0.8442,Fri Jun 08 11:34:54 +0000 2018,0.323,0.677,0.0,"Anthony Bourdain, a celebrity chef and host of CNN's ""Parts Unknown,"" has died in an apparent suicide, the network… https://t.co/tyKepWV9nB",56,@CBSNews
156,0.5267,Fri Jun 08 11:23:10 +0000 2018,0.0,0.848,0.152,"For the first time in their history, the NHL's Washington @Capitals are Stanley Cup champions. Fans couldn't hold b… https://t.co/Zw7oSX7hLC",57,@CBSNews
157,0.0,Fri Jun 08 11:19:42 +0000 2018,0.0,1.0,0.0,"A New medical mystery affecting U.S. diplomatic workers, this time in China, is deepening. The U.S. embassy in Beij… https://t.co/6deY2iQWcg",58,@CBSNews
158,-0.6705,Fri Jun 08 11:19:31 +0000 2018,0.209,0.791,0.0,A teen escorted from the U.S. by ICE in April has reportedly killed soon after in Mexico: https://t.co/Glz3eiw13i https://t.co/0lcsBoUbSs,59,@CBSNews
159,0.0,Fri Jun 08 11:17:04 +0000 2018,0.0,1.0,0.0,An Arizona man who was shown being hit by police on surveillance and body camera footage is speaking out:… https://t.co/NeHOcLcmaZ,60,@CBSNews
160,-0.3818,Fri Jun 08 11:14:47 +0000 2018,0.14,0.86,0.0,Prosecutors in Guatemala are investigating if the country's emergency response agency was negligent in the response… https://t.co/4rGY5KAiyv,61,@CBSNews
161,-0.4939,Fri Jun 08 11:13:01 +0000 2018,0.167,0.833,0.0,More than 600 homes have now been destroyed by the volcano on Hawaii’s Big Island https://t.co/BjU8vKSwDF https://t.co/Qs9hJETe9K,62,@CBSNews
162,-0.0258,Fri Jun 08 11:11:57 +0000 2018,0.199,0.605,0.196,"The Senate Intelligence Committee's former head of security is due in court today, accused of lying to the FBI abou… https://t.co/ZQNDHU1859",63,@CBSNews
163,0.4588,Fri Jun 08 11:08:54 +0000 2018,0.0,0.833,0.167,"While President Trump says he's ""well prepared"" to meet with North Korean leader Kim Jong Un on Tuesday, he also sa… https://t.co/9JDH4hzafA",64,@CBSNews
164,-0.0516,Fri Jun 08 11:06:45 +0000 2018,0.059,0.941,0.0,President Trump will leave the White House shortly to begin several days of high-stakes diplomacy. At the G7 summit… https://t.co/EfEa0Qn8vG,65,@CBSNews
165,-0.6486,Fri Jun 08 10:59:55 +0000 2018,0.193,0.807,0.0,The youngest sister of Queen Maxima of Holland has been found dead in her apartment in Argentina's capital… https://t.co/4CP4azaRWs,66,@CBSNews
166,0.0,Fri Jun 08 10:41:34 +0000 2018,0.0,1.0,0.0,We're in Quebec and Singapore with what to expect from today's G-7 in Canada and the June 12th summit with North Ko… https://t.co/K6pTEAZDuI,67,@CBSNews
167,0.0,Fri Jun 08 10:40:39 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: COMING UP ON @CBSThisMorning :
🔜 @biannagolodryga on North Korea summit preparation 
🔜 @BojorquezCBS with the latest fr…",68,@CBSNews
168,0.0762,Fri Jun 08 10:40:18 +0000 2018,0.0,0.925,0.075,"Mexico still isn't going to pay ""for that f*****g wall,"" former Mexican president says
https://t.co/WXyq8Kv4td (via… https://t.co/R4Eus1FODu",69,@CBSNews
169,0.3818,Fri Jun 08 10:38:17 +0000 2018,0.0,0.852,0.148,"Coming up on @CBSThisMorning: @JDickerson explores the many benefits of Japanese ""forest bathing"" for our… https://t.co/UbJVQZnQjP",70,@CBSNews
170,-0.6908,Fri Jun 08 10:20:01 +0000 2018,0.281,0.719,0.0,"Alleged Russian airstrikes kill dozens in Syria ""de-escalation"" zone in Idlib https://t.co/iT67m420sW https://t.co/ouYit4BvcG",71,@CBSNews
171,0.0,Fri Jun 08 10:03:04 +0000 2018,0.0,1.0,0.0,White House launches new anti-opioid ad campaign aimed at youth https://t.co/vygAsdfiw4 https://t.co/Bo0KTqsK0a,72,@CBSNews
172,0.0,Fri Jun 08 09:48:04 +0000 2018,0.0,1.0,0.0,"2018 Belmont Stakes: Horses, odds, how to watch https://t.co/EYMkyrez4l https://t.co/AmCVROrB3W",73,@CBSNews
173,-0.5106,Fri Jun 08 09:33:05 +0000 2018,0.328,0.513,0.159,Arizona couple killed in shooting spree were friends with suspected gunman https://t.co/QhD3Gy4VtF https://t.co/AwLrlTGRx1,74,@CBSNews
174,-0.8225,Fri Jun 08 09:18:03 +0000 2018,0.467,0.425,0.108,Kate Spade's death shines light on alarming increase in suicide rates https://t.co/AcfvMrvVKD https://t.co/New0CkqlJA,75,@CBSNews
175,0.4404,Fri Jun 08 09:03:05 +0000 2018,0.0,0.805,0.195,Terrell Owens won't attend Pro Football Hall of Fame induction ceremony https://t.co/i0bN4G9ego https://t.co/3IuF4ysfrC,76,@CBSNews
176,0.4215,Fri Jun 08 08:48:05 +0000 2018,0.0,0.811,0.189,Maryland gubernatorial candidate tells Trump to kiss off in new ad https://t.co/tDJRcsXO9R https://t.co/4boFYT9DWG,77,@CBSNews
177,0.296,Fri Jun 08 08:33:04 +0000 2018,0.0,0.833,0.167,Report: Arkansas man admits intentionally contracting HIV to infect others https://t.co/Iym7dtvZ6l https://t.co/zcs3ZjyGiG,78,@CBSNews
178,0.0,Fri Jun 08 08:18:03 +0000 2018,0.0,1.0,0.0,Walker Hayes' newborn daughter dies after birth https://t.co/EBpPjlKKAu https://t.co/rSQC5LGWMw,79,@CBSNews
179,0.7269,Fri Jun 08 08:03:04 +0000 2018,0.0,0.534,0.466,CMT Music Awards 2018 list of winners https://t.co/N9TLX5gGiu https://t.co/sQWPFgDnta,80,@CBSNews
180,-0.6486,Fri Jun 08 07:48:04 +0000 2018,0.212,0.788,0.0,"""Baby June,"" newborn found dead off Florida coast, may have floated for miles, cops say https://t.co/ZkdRONWu8b https://t.co/UsFMvEVAFj",81,@CBSNews
181,0.0,Fri Jun 08 07:33:04 +0000 2018,0.0,1.0,0.0,"Pulse nightclub shooting survivors sue Orlando, its police https://t.co/q44SKGeGqw https://t.co/lHOnXgZUO0",82,@CBSNews
182,0.0,Fri Jun 08 07:18:04 +0000 2018,0.0,1.0,0.0,Newly released video shows Las Vegas shooting from above https://t.co/Pw3Ob0PRe0 https://t.co/IFlFs2SHAe,83,@CBSNews
183,-0.5994,Fri Jun 08 07:03:04 +0000 2018,0.218,0.782,0.0,RFK Jr. reflects on his father's life and the circumstances of his death https://t.co/JQJQrbDCnV https://t.co/PCWbNxZMff,84,@CBSNews
184,0.0,Fri Jun 08 06:48:04 +0000 2018,0.0,1.0,0.0,"""We wanted to finally get the last word"": Vengeful obit divulges woman's affair https://t.co/QF3cvrI28Q https://t.co/dHsPoOSHZT",85,@CBSNews
185,-0.7096,Fri Jun 08 06:33:04 +0000 2018,0.371,0.629,0.0,Police chief placed on leave amid probe into teacher's murder https://t.co/kUzgTolaY1 https://t.co/G2Kbm1Ja6m,86,@CBSNews
186,0.0,Fri Jun 08 06:18:05 +0000 2018,0.0,1.0,0.0,Soldier who drove armored vehicle through the streets says he was following orders https://t.co/BtP3kNVcss https://t.co/D18QfUdfq8,87,@CBSNews
187,0.7269,Fri Jun 08 06:03:05 +0000 2018,0.0,0.596,0.404,"CMT Music Awards 2018 highlights, winners and biggest moments https://t.co/7ZmQqdoO6n https://t.co/JOG3zrBfDx",88,@CBSNews
188,-0.6369,Fri Jun 08 05:48:03 +0000 2018,0.318,0.682,0.0,Crocodile fatally mauls pastor baptizing followers at lake https://t.co/iwhpczecYe https://t.co/ts161wzHY0,89,@CBSNews
189,-0.3818,Fri Jun 08 05:33:04 +0000 2018,0.206,0.794,0.0,Small plane makes emergency landing on busy Florida highway https://t.co/COuGYguihG https://t.co/5utd7tMhde,90,@CBSNews
190,0.0,Fri Jun 08 05:18:04 +0000 2018,0.0,1.0,0.0,"Gas line explosion rocks Moundsville area of northern West Virginia, sends flames high in air… https://t.co/b5ooQ2DqBD",91,@CBSNews
191,0.0,Fri Jun 08 05:03:05 +0000 2018,0.0,1.0,0.0,"Dramatic rise in suicides is ""more than a mental health issue,"" CDC says https://t.co/wewiqcDCVC https://t.co/kAr4uDceae",92,@CBSNews
192,0.0,Fri Jun 08 04:48:05 +0000 2018,0.0,1.0,0.0,Video of rats running through bag of Burger King buns prompts shutdown of Delaware location https://t.co/KY3cSxfJ1G https://t.co/K5TpFPow7c,93,@CBSNews
193,0.0,Fri Jun 08 04:33:05 +0000 2018,0.0,1.0,0.0,"Official: ATF agent shot in ""ambush"" during enforcement operation in Gary, Indiana https://t.co/MdxsRwNEA4 https://t.co/mXdKQvlRno",94,@CBSNews
194,0.0,Fri Jun 08 04:18:04 +0000 2018,0.0,1.0,0.0,"2018 Belmont Stakes: Horses, odds, how to watch https://t.co/KHys8M7uBM https://t.co/PrldZVKPCU",95,@CBSNews
195,-0.4215,Fri Jun 08 04:03:03 +0000 2018,0.167,0.833,0.0,Man beaten into submission by Arizona police officers in viral video speaks out https://t.co/jiY8ZOWJee https://t.co/mzO25eYeb5,96,@CBSNews
196,0.2732,Fri Jun 08 04:00:19 +0000 2018,0.0,0.905,0.095,"Starbucks increased prices on drip coffees across the U.S. Thursday, pushing the cost of a tall cup of java to over… https://t.co/Rxuk2MTg6a",97,@CBSNews
197,0.4215,Fri Jun 08 03:48:04 +0000 2018,0.0,0.811,0.189,Maryland gubernatorial candidate tells Trump to kiss off in new ad https://t.co/DWWtsqrtih https://t.co/mDmQVg7vTi,98,@CBSNews
198,0.0,Fri Jun 08 03:33:03 +0000 2018,0.0,1.0,0.0,Walker Hayes' newborn daughter dies after birth https://t.co/fRB5oW4zt8 https://t.co/UqApjch7fk,99,@CBSNews
199,0.5859,Fri Jun 08 03:20:08 +0000 2018,0.0,0.798,0.202,"The Washington Capitals win their first ever Stanley Cup, besting the Las Vegas Golden Knights… https://t.co/Re8sxIfeVX",100,@CBSNews
200,-0.6705,Fri Jun 08 22:07:59 +0000 2018,0.256,0.744,0.0,"Officials think a woman who disappeared Friday morning while walking beside a lake in Davie, Florida, died after be… https://t.co/rFAO0hL4tn",1,@cnnbrk
201,-0.7269,Fri Jun 08 21:04:08 +0000 2018,0.264,0.736,0.0,A former CIA case officer was found guilty of spying for China and could get life in prison https://t.co/CDUfENba1t https://t.co/utJcKmUmGY,2,@cnnbrk
202,-0.8225,Fri Jun 08 19:43:29 +0000 2018,0.286,0.714,0.0,"A US service member was killed and four others were wounded Friday in an attack in southern Somalia, US officials s… https://t.co/HkeLpTQS6x",3,@cnnbrk
203,-0.2732,Fri Jun 08 18:49:59 +0000 2018,0.116,0.884,0.0,A new indictment against ex-Trump campaign chair Paul Manafort includes two obstruction charges and names a new def… https://t.co/WRNxSXaziM,4,@cnnbrk
204,0.4215,Fri Jun 08 16:13:55 +0000 2018,0.0,0.823,0.177,The US Air Force temporarily grounds all B-1 bombers for safety reasons https://t.co/93Nwe6PbOa https://t.co/3EukD4idwo,5,@cnnbrk
205,-0.4215,Fri Jun 08 13:36:19 +0000 2018,0.147,0.853,0.0,RT @CNNMoney: Stocks dip at the open. Dow loses 30 points. Nasdaq falls 0.4%. Apple retreats 1% on concerns about iPhone demand. Verizon fa…,6,@cnnbrk
206,0.7506,Fri Jun 08 12:58:43 +0000 2018,0.0,0.726,0.274,President Trump says he is considering a posthumous pardon for Muhammad Ali. The boxing great was convicted in 1967… https://t.co/8lRETwZTEs,7,@cnnbrk
207,0.3182,Fri Jun 08 12:05:45 +0000 2018,0.0,0.874,0.126,"The Smithsonian once called Anthony Bourdain ""the original rock star"" of the culinary world. Follow updates:… https://t.co/h7924aIFNK",8,@cnnbrk
208,-0.9337,Fri Jun 08 11:24:25 +0000 2018,0.435,0.565,0.0,"Anthony Bourdain is dead. The chef, storyteller and Emmy-winning host of CNN's ""Parts Unknown"" is dead of suicide a… https://t.co/4DC3H7Gr7n",9,@cnnbrk
209,0.0,Fri Jun 08 05:55:15 +0000 2018,0.0,1.0,0.0,"Russian President Vladimir Putin arrives in China for a state visit Friday, his third trip in just over one year as… https://t.co/nQ3cH6FoTH",10,@cnnbrk
210,-0.8225,Fri Jun 08 03:31:36 +0000 2018,0.336,0.664,0.0,A longtime US Senate staffer was arrested on charges of lying to federal agents as part of an investigation related… https://t.co/47eVxXJaBn,11,@cnnbrk
211,0.1779,Fri Jun 08 03:30:27 +0000 2018,0.148,0.67,0.182,The Washington Capitals defeated the Vegas Golden Knights 4-3 to win their first-ever Stanley Cup. https://t.co/0Dvs681Wsg,12,@cnnbrk
212,-0.4215,Fri Jun 08 02:18:50 +0000 2018,0.128,0.872,0.0,Trump is skipping the climate change portion of the G7 summit after a bitter back-and-forth on Twitter with the Fre… https://t.co/taIraYgpmi,13,@cnnbrk
213,0.4939,Fri Jun 08 01:31:56 +0000 2018,0.0,0.824,0.176,The Trump administration says it won't defend key provisions of the Affordable Care Act https://t.co/33xt28sSfE https://t.co/HDD3G0vkfD,14,@cnnbrk
214,-0.5574,Fri Jun 08 01:00:10 +0000 2018,0.167,0.833,0.0,"At least 109 people died when the Fuego volcano erupted in Guatemala, the country's Institute of Forensic Sciences… https://t.co/fE7y8nkHSG",15,@cnnbrk
215,0.0,Fri Jun 08 00:59:07 +0000 2018,0.0,1.0,0.0,"An ATF agent was shot in an undercover operation, the agency says https://t.co/kPZg8OIGbZ https://t.co/KbFX4UXh8j",16,@cnnbrk
216,0.1531,Thu Jun 07 19:09:16 +0000 2018,0.0,0.932,0.068,President Trump says he may invite North Korean leader Kim Jong Un to the US if their meeting in Singapore next wee… https://t.co/pAJdXXeK7G,17,@cnnbrk
217,0.0,Thu Jun 07 17:32:04 +0000 2018,0.0,1.0,0.0,Ikea says it will phase out all single-use plastic products from its shops and restaurants by 2020… https://t.co/nrnCcXnyTB,18,@cnnbrk
218,-0.7579,Thu Jun 07 17:14:39 +0000 2018,0.26,0.619,0.121,"US suicide rates have increased more than 25% since 1999, the CDC says. It's one of the few top causes of death on… https://t.co/NYSKpHKzAF",19,@cnnbrk
219,0.0,Thu Jun 07 17:10:21 +0000 2018,0.0,1.0,0.0,President Trump says North Korea must denuclearize as part of any deal to loosen sanctions. He adds that next week'… https://t.co/vnw8g7Sj1z,20,@cnnbrk
220,0.128,Thu Jun 07 14:03:04 +0000 2018,0.0,0.872,0.128,Spain's King Felipe VI swears in a new Socialist government that includes a groundbreaking number of women in key p… https://t.co/tTSXjMft67,21,@cnnbrk
221,-0.4939,Thu Jun 07 12:42:55 +0000 2018,0.202,0.726,0.073,"Chinese smartphone maker ZTE to pay the US a $1 billion fine in deal to end export ban, commerce secretary says… https://t.co/j11zTChOKR",22,@cnnbrk
222,-0.3818,Thu Jun 07 12:12:06 +0000 2018,0.12,0.88,0.0,An internal DOJ report on the Hillary Clinton email probe is expected to criticize ex-FBI director James Comey and… https://t.co/jn7hWubrkf,23,@cnnbrk
223,0.4939,Thu Jun 07 10:00:16 +0000 2018,0.0,0.824,0.176,Afghanistan's President has announced a temporary ceasefire with the Taliban during Muslim festival Eid al-Fitr lat… https://t.co/f313RNgnYK,24,@cnnbrk
224,-0.2263,Thu Jun 07 08:06:51 +0000 2018,0.174,0.826,0.0,RT @CNNMoney: BREAKING: London Stock Exchange open delayed https://t.co/8wko2VDCZr https://t.co/CXeQ4dQnjj,25,@cnnbrk
225,0.7906,Thu Jun 07 05:12:51 +0000 2018,0.0,0.64,0.36,The Justice Department will extend an offer Thursday to top lawmakers on Capitol Hill to review certain documents r… https://t.co/o0MrqTsJXe,26,@cnnbrk
226,-0.4588,Wed Jun 06 22:42:34 +0000 2018,0.153,0.787,0.06,Alice Marie Johnson has been released from prison. President Trump commuted her sentence today after meeting with K… https://t.co/5qGwYOS8ob,27,@cnnbrk
227,-0.4767,Wed Jun 06 21:06:08 +0000 2018,0.147,0.853,0.0,ICE arrested 114 undocumented immigrants working at an Ohio gardening business in one of its largest workplace raid… https://t.co/Un5JTbReGg,28,@cnnbrk
228,-0.25,Wed Jun 06 20:29:15 +0000 2018,0.095,0.905,0.0,"Two of EPA Administrator Scott Pruitt's closest aides have resigned, an official confirms to CNN. One of the aides… https://t.co/yWGZI7PbvS",29,@cnnbrk
229,0.34,Wed Jun 06 20:19:42 +0000 2018,0.0,0.912,0.088,"RT @CNNMoney: Dow jumps 346 points, or 1.4%, and climbs above 25,000 as bank stocks soar. Nasdaq gains 0.7% to close at a record for the th…",30,@cnnbrk
230,-0.296,Wed Jun 06 16:44:37 +0000 2018,0.126,0.808,0.066,"President Trump commutes the life sentence of Alice Johnson, a 63-year-old nonviolent drug offender. He met with Ki… https://t.co/ytVlwXdP8e",31,@cnnbrk
231,0.2023,Wed Jun 06 16:03:12 +0000 2018,0.0,0.93,0.07,RT @CNNPolitics: Speaker of the House Paul Ryan says he agrees with Rep. Trey Gowdy that the FBI acted appropriately in its handling of the…,32,@cnnbrk
232,0.0,Wed Jun 06 15:35:15 +0000 2018,0.0,1.0,0.0,Dozens of firefighters are tackling a blaze at a hotel in the Knightsbridge section of London… https://t.co/gnJe25iSCO,33,@cnnbrk
233,0.0,Wed Jun 06 14:29:30 +0000 2018,0.0,1.0,0.0,RT @CNNMoney: Mexico hits bourbon and US farm products with retaliatory tariffs https://t.co/ySfQCCg16L https://t.co/NwTfEM5Hgz,34,@cnnbrk
234,-0.5423,Wed Jun 06 14:29:20 +0000 2018,0.171,0.829,0.0,European ministers ask the Trump administration to spare EU-based companies from sanctions that would harm their bu… https://t.co/5UCKxNCXrK,35,@cnnbrk
235,0.3182,Wed Jun 06 14:08:38 +0000 2018,0.0,0.881,0.119,"The White House has assembled the paperwork for President Trump to pardon dozens of people, sources say… https://t.co/JMlBvLsyHS",36,@cnnbrk
236,0.0,Wed Jun 06 13:34:55 +0000 2018,0.0,1.0,0.0,RT @CNNMoney: Tech stocks are carrying Wall Street higher at the opening bell. Dow jumps 100 points. Nasdaq on track for third record close…,37,@cnnbrk
237,-0.3818,Wed Jun 06 08:31:51 +0000 2018,0.14,0.86,0.0,Explosions are intensifying at Guatemala's Fuego volcano as emergency crews continue the search Wednesday for nearl… https://t.co/nKzcFdlsAZ,38,@cnnbrk
238,0.0,Wed Jun 06 05:24:33 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: New Mexico's Deb Haaland likely to be the first Native American congresswoman https://t.co/9xWfLrbvxl https://t.co/7fMDaOA…,39,@cnnbrk
239,0.2023,Wed Jun 06 04:40:13 +0000 2018,0.0,0.924,0.076,"RT @CNNPolitics: Republican John Cox will finish in the top two, and advance to the general election in the California governor’s race, CNN…",40,@cnnbrk
240,0.0,Wed Jun 06 04:24:32 +0000 2018,0.0,1.0,0.0,"RT @CNNPolitics: Lt. Gov. Gavin Newsom advances to the November election in California governor’s race, CNN projects https://t.co/Ab96jt8n8…",41,@cnnbrk
241,0.0,Wed Jun 06 03:41:47 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: Democrats flip 42nd state legislative seat since President Trump took office  https://t.co/2H6StzPzq7 https://t.co/xQ1iOpH…,42,@cnnbrk
242,-0.4588,Wed Jun 06 03:40:34 +0000 2018,0.231,0.769,0.0,Alabama congresswoman who disavowed Trump in 2016 forced into runoff https://t.co/5RrIbnw7D6,43,@cnnbrk
243,0.0,Wed Jun 06 03:06:50 +0000 2018,0.0,1.0,0.0,"Polls have closed in all 8 states, and all eyes are on California. Democrats think it's key to taking back the Hous… https://t.co/vU0GaCMSUg",44,@cnnbrk
244,-0.4019,Wed Jun 06 01:28:40 +0000 2018,0.124,0.876,0.0,"A random printing error left more than 118,000 California voters off rosters in Los Angeles County in the midst of… https://t.co/9kBndUV3T8",45,@cnnbrk
245,0.6705,Tue Jun 05 21:06:49 +0000 2018,0.0,0.756,0.244,"EPA chief Scott Pruitt enlisted the help of an aide to look into a potential business opportunity with Chick-fil-A,… https://t.co/XLJj010BBE",46,@cnnbrk
246,0.0258,Tue Jun 05 20:11:56 +0000 2018,0.117,0.761,0.122,RT @CNNMoney: Dow loses 14 points. S&amp;P 500 gains 0.1%. Nasdaq advances 0.4% to a record high. https://t.co/TW1dAp2bqT,47,@cnnbrk
247,-0.6486,Tue Jun 05 16:31:56 +0000 2018,0.185,0.815,0.0,"Designer Kate Spade has been found dead in a NYC apartment. Spade, 55, grew a small handbag company into a total li… https://t.co/s6eHx9F5v2",48,@cnnbrk
248,-0.5994,Tue Jun 05 15:50:18 +0000 2018,0.187,0.813,0.0,A judge orders the Puerto Rican government to release death records to CNN and another group investigating Hurrican… https://t.co/mB8uH1tmjM,49,@cnnbrk
249,-0.8679,Tue Jun 05 14:20:27 +0000 2018,0.377,0.544,0.079,Disgraced movie mogul Harvey Weinstein pleads not guilty to two counts of rape and one first-degree criminal sex ac… https://t.co/jXfDTPdRUf,50,@cnnbrk
250,0.0772,Tue Jun 05 13:44:20 +0000 2018,0.0,0.902,0.098,RT @CNNMoney: UK government clears 21st Century Fox bid for Sky https://t.co/ucc9wCqmcV https://t.co/O8Qbcezqgq,51,@cnnbrk
251,-0.1531,Tue Jun 05 13:16:33 +0000 2018,0.078,0.922,0.0,"The Miss America contest will scrap its swimsuit competition and be more inclusive to women of all sizes, organizer… https://t.co/LgxgyfFuXO",52,@cnnbrk
252,-0.7783,Tue Jun 05 12:29:33 +0000 2018,0.254,0.746,0.0,"The death toll in Saturday's boat wreck off Tunisia is now the highest of any single migration attempt this year, g… https://t.co/jbePUZpDd7",53,@cnnbrk
253,0.5719,Tue Jun 05 05:56:49 +0000 2018,0.095,0.649,0.255,"Iran's supreme leader has ordered preparations to begin to increase uranium enrichment, ramping up pressure on Euro… https://t.co/yQpxdFzTIq",54,@cnnbrk
